iter	Passed	Remaining
1677	13417	2574
1678	13423	2566
1679	13433	2558
1680	13445	2551
1681	13450	2542
1682	13456	2534
1683	13462	2526
1684	13474	2518
1685	13480	2510
1686	13485	2502
1687	13491	2493
1688	13495	2484
1689	13504	2477
1690	13519	2470
1691	13523	2461
1692	13529	2453
1693	13534	2444
1694	13540	2436
1695	13546	2428
1696	13551	2419
1697	13556	2411
1698	13565	2403
1699	13571	2394
1700	13577	2386
1701	13582	2378
1702	13587	2369
1703	13592	2361
1704	13598	2352
1705	13605	2344
1706	13613	2336
1707	13620	2328
1708	13624	2319
1709	13630	2311
1710	13636	2303
1711	13641	2294
1712	13647	2286
1713	13656	2278
1714	13661	2270
1715	13669	2262
1716	13674	2253
1717	13687	2246
1718	13702	2239
1719	13709	2231
1720	13714	2223
1721	13719	2214
1722	13732	2207
1723	13738	2199
1724	13744	2191
1725	13750	2182
1726	13757	2174
1727	13764	2166
1728	13772	2158
1729	13779	2150
1730	13792	2143
1731	13800	2135
1732	13804	2126
1733	13821	2120
1734	13826	2111
1735	13831	2103
1736	13838	2095
1737	13868	2090
1738	13874	2082
1739	13884	2074
1740	13889	2066
1741	13894	2057
1742	13899	2049
1743	13914	2042
1744	13918	2033
1745	13924	2025
1746	13930	2017
1747	13943	2010
1748	13951	2002
1749	13956	1993
1750	13963	1985
1751	13988	1980
1752	13993	1971
1753	14005	1964
1754	14010	1955
1755	14015	1947
1756	14020	1939
1757	14027	1931
1758	14034	1922
1759	14040	1914
1760	14047	1906
1761	14065	1899
1762	14070	1891
1763	14080	1883
1764	14098	1877
1765	14111	1869
1766	14116	1861
1767	14122	1853
1768	14143	1846
1769	14150	1838
1770	14159	1830
1771	14167	1822
1772	14175	1814
1773	14183	1806
1774	14189	1798
1775	14197	1790
1776	14208	1783
1777	14212	1774
1778	14218	1766
1779	14223	1758
1780	14246	1751
1781	14254	1743
1782	14265	1736
1783	14280	1729
1784	14287	1720
1785	14296	1713
1786	14302	1704
1787	14309	1696
1788	14313	1688
1789	14327	1680
1790	14343	1673
1791	14363	1667
1792	14369	1658
1793	14375	1650
1794	14379	1642
1795	14384	1633
1796	14389	1625
1797	14395	1617
1798	14400	1608
1799	14407	1600
1800	14417	1593
1801	14422	1584
1802	14426	1576
1803	14433	1568
1804	14438	1559
1805	14443	1551
1806	14448	1543
1807	14453	1534
1808	14458	1526
1809	14466	1518
1810	14479	1511
1811	14483	1502
1812	14494	1495
1813	14499	1486
1814	14504	1478
1815	14510	1470
1816	14514	1461
1817	14521	1453
1818	14525	1445
1819	14530	1437
1820	14536	1428
1821	14539	1420
1822	14555	1413
1823	14564	1405
1824	14569	1397
1825	14574	1388
1826	14582	1380
1827	14602	1374
1828	14616	1366
1829	14623	1358
1830	14629	1350
1831	14636	1342
1832	14642	1334
1833	14648	1325
1834	14655	1317
1835	14662	1309
1836	14667	1301
1837	14686	1294
1838	14691	1286
1839	14701	1278
1840	14705	1270
1841	14710	1261
1842	14716	1253
1843	14729	1246
1844	14745	1238
1845	14765	1231
1846	14770	1223
1847	14777	1215
1848	14782	1207
1849	14788	1199
1850	14796	1191
1851	14804	1183
1852	14810	1174
1853	14817	1166
1854	14822	1158
1855	14826	1150
1856	14834	1142
1857	14840	1134
1858	14849	1126
1859	14855	1118
1860	14867	1110
1861	14873	1102
1862	14879	1094
1863	14884	1085
1864	14891	1077
1865	14895	1069
1866	14901	1061
1867	14905	1053
1868	14912	1045
1869	14917	1037
1870	14923	1028
1871	14929	1020
1872	14943	1013
1873	14961	1005
1874	14974	998
1875	14982	990
1876	15006	983
1877	15011	975
1878	15017	967
1879	15022	958
1880	15029	950
1881	15034	942
1882	15039	934
1883	15044	926
1884	15048	918
1885	15060	910
1886	15065	902
1887	15071	894
1888	15078	886
1889	15083	877
1890	15088	869
1891	15096	861
1892	15102	853
1893	15106	845
1894	15111	837
1895	15118	829
1896	15124	821
1897	15130	813
1898	15136	805
1899	15143	797
1900	15147	788
1901	15156	780
1902	15161	772
1903	15167	764
1904	15171	756
1905	15177	748
1906	15180	740
1907	15186	732
1908	15191	724
1909	15197	716
1910	15204	708
1911	15210	700
1912	15215	691
1913	15220	683
1914	15227	675
1915	15232	667
1916	15237	659
1917	15243	651
1918	15247	643
1919	15259	635
1920	15264	627
1921	15268	619
1922	15276	611
1923	15279	603
1924	15285	595
1925	15291	587
1926	15299	579
1927	15303	571
1928	15309	563
1929	15314	555
1930	15318	547
1931	15323	539
1932	15334	531
1933	15352	523
1934	15366	516
1935	15371	508
1936	15376	500
1937	15382	492
1938	15387	484
1939	15392	476
1940	15397	468
1941	15407	460
1942	15412	452
1943	15416	444
1944	15422	436
1945	15426	428
1946	15431	420
1947	15435	412
1948	15440	404
1949	15443	395
1950	15458	388
1951	15463	380
1952	15467	372
1953	15474	364
1954	15478	356
1955	15482	348
1956	15487	340
1957	15492	332
1958	15496	324
1959	15501	316
1960	15519	308
1961	15524	300
1962	15529	292
1963	15533	284
1964	15538	276
1965	15544	268
1966	15551	260
1967	15554	252
1968	15560	244
1969	15566	237
1970	15572	229
1971	15576	221
1972	15581	213
1973	15588	205
1974	15593	197
1975	15600	189
1976	15605	181
1977	15610	173
1978	15615	165
1979	15619	157
1980	15624	149
1981	15629	141
1982	15635	134
1983	15640	126
1984	15645	118
1985	15653	110
1986	15660	102
1987	15666	94
1988	15671	86
1989	15676	78
1990	15680	70
1991	15685	62
1992	15689	55
1993	15695	47
1994	15700	39
1995	15706	31
1996	15713	23
1997	15726	15
1998	15732	7
1999	15736	0
